CustomerID,Feedback,Rating,Cleaned_Feedback,Sentiment
CUST0333,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0334,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0335,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0336,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0337,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0338,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0339,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0340,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0341,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0342,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0343,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0344,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0345,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0346,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0347,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0348,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0349,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0350,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0351,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0352,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0353,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0354,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0355,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0356,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0357,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0358,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0359,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0360,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0361,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0362,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0363,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0364,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0365,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0366,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0367,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0368,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0369,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0370,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0371,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0372,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0373,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0374,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0375,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0376,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0377,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0378,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0379,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0380,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0381,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0382,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0383,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0384,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0385,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0386,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0387,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0388,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0389,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0390,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0391,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0392,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0393,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0394,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0395,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0396,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0397,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0398,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0399,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0400,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0401,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0402,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0403,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0404,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0405,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0406,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0407,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0408,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0409,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0410,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0411,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0412,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0413,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0414,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0415,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0416,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0417,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0418,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0419,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0420,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0421,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0422,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0423,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0424,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0425,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0426,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0427,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0428,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0429,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0430,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0431,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0432,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0433,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0434,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0435,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0436,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0437,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0438,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0439,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0440,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0441,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0442,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0443,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0444,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0445,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0446,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0447,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0448,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0449,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0450,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0451,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0452,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0453,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0454,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0455,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0456,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0457,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0458,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0459,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0460,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0461,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0462,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0463,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0464,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0465,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0466,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0467,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0468,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0469,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0470,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0471,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0472,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0473,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0474,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0475,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0476,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0477,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0478,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0479,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0480,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0481,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0482,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0483,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0484,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0485,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0486,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0487,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0488,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0489,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0490,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0491,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0492,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0493,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0494,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0495,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0496,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0497,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0498,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0499,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0500,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0501,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0502,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0503,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0504,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0505,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0506,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0507,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0508,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0509,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0510,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0511,"I had trouble using the product, the instructions were unclear.",2,trouble product instruction unclear,Negative
CUST0512,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0513,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0514,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0515,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0516,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0517,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0518,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0519,The product broke after a week of use. Very disappointed.,4,product break week use disappointed,Negative
CUST0520,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0521,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0522,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0523,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0524,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0525,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0526,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0527,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0528,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0529,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0530,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0531,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0532,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0533,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0534,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0535,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0536,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0537,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0538,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0539,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0540,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0541,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0542,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0543,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0544,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0545,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0546,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0547,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0548,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0549,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0550,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0551,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0552,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0553,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0554,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0555,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0556,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0557,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0558,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0559,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0560,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0561,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0562,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0563,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0564,The app is user-friendly and makes my tasks so much easier.,4,app user friendly make task easy,Positive
CUST0565,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0566,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0567,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0568,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0569,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0570,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0571,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0572,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0573,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0574,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0575,I'm disappointed with the customer service. They were unhelpful.,4,disappointed customer service unhelpful,Negative
CUST0576,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0577,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0578,The product broke after a week of use. Very disappointed.,1,product break week use disappointed,Negative
CUST0579,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0580,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0581,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0582,"I had trouble using the product, the instructions were unclear.",1,trouble product instruction unclear,Negative
CUST0583,The product broke after a week of use. Very disappointed.,5,product break week use disappointed,Negative
CUST0584,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0585,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0586,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0587,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0588,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0589,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0590,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0591,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0592,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0593,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0594,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0595,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0596,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0597,The quality doesn't match the price. Not worth it.,2,quality match price worth,Positive
CUST0598,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0599,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
CUST0600,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0601,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0602,The product quality is excellent and exceeded my expectations.,4,product quality excellent exceed expectation,Positive
CUST0603,The product quality is excellent and exceeded my expectations.,1,product quality excellent exceed expectation,Positive
CUST0604,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0605,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0606,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0607,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0608,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0609,Delivery was fast and the item arrived in perfect condition.,4,delivery fast item arrive perfect condition,Positive
CUST0610,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0611,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0612,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0613,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0614,I love the design and functionality. Highly recommended!,4,love design functionality highly recommend,Positive
CUST0615,"I had trouble using the product, the instructions were unclear.",5,trouble product instruction unclear,Negative
CUST0616,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0617,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0618,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0619,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0620,"I had trouble using the product, the instructions were unclear.",4,trouble product instruction unclear,Negative
CUST0621,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0622,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0623,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0624,The product broke after a week of use. Very disappointed.,2,product break week use disappointed,Negative
CUST0625,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0626,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0627,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0628,The app is user-friendly and makes my tasks so much easier.,5,app user friendly make task easy,Positive
CUST0629,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0630,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0631,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0632,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0633,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0634,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0635,The quality doesn't match the price. Not worth it.,5,quality match price worth,Positive
CUST0636,The quality doesn't match the price. Not worth it.,1,quality match price worth,Positive
CUST0637,Great value for the price. I will definitely buy again.,2,great value price definitely buy,Positive
CUST0638,Customer support was quick to respond and very helpful.,4,customer support quick respond helpful,Positive
CUST0639,I love the design and functionality. Highly recommended!,2,love design functionality highly recommend,Positive
CUST0640,The quality doesn't match the price. Not worth it.,4,quality match price worth,Positive
CUST0641,The app is user-friendly and makes my tasks so much easier.,1,app user friendly make task easy,Positive
CUST0642,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0643,Customer support was quick to respond and very helpful.,1,customer support quick respond helpful,Positive
CUST0644,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0645,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0646,The product quality is excellent and exceeded my expectations.,2,product quality excellent exceed expectation,Positive
CUST0647,Customer support was quick to respond and very helpful.,2,customer support quick respond helpful,Positive
CUST0648,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0649,Delivery was fast and the item arrived in perfect condition.,1,delivery fast item arrive perfect condition,Positive
CUST0650,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0651,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0652,I love the design and functionality. Highly recommended!,1,love design functionality highly recommend,Positive
CUST0653,I'm disappointed with the customer service. They were unhelpful.,2,disappointed customer service unhelpful,Negative
CUST0654,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0655,The app is user-friendly and makes my tasks so much easier.,2,app user friendly make task easy,Positive
CUST0656,Great value for the price. I will definitely buy again.,5,great value price definitely buy,Positive
CUST0657,The product quality is excellent and exceeded my expectations.,5,product quality excellent exceed expectation,Positive
CUST0658,Great value for the price. I will definitely buy again.,1,great value price definitely buy,Positive
CUST0659,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0660,Delivery was fast and the item arrived in perfect condition.,2,delivery fast item arrive perfect condition,Positive
CUST0661,Delivery was fast and the item arrived in perfect condition.,5,delivery fast item arrive perfect condition,Positive
CUST0662,I'm disappointed with the customer service. They were unhelpful.,5,disappointed customer service unhelpful,Negative
CUST0663,I'm disappointed with the customer service. They were unhelpful.,1,disappointed customer service unhelpful,Negative
CUST0664,I love the design and functionality. Highly recommended!,5,love design functionality highly recommend,Positive
CUST0665,Customer support was quick to respond and very helpful.,5,customer support quick respond helpful,Positive
CUST0666,Great value for the price. I will definitely buy again.,4,great value price definitely buy,Positive
